Name	AUC	AUPRC	Accuracy	Recall	Precision	F1	MCC
./RepeatedFiveFoldCrossValidation/PID/InVivo_Binary/NoTransfer/InVivo_Binary.PID.Seed43.cv2.Prediction.txt	0.6698113207547169	0.6922555214096352	0.6213592233009708	0.660377358490566	0.625	0.6422018348623852	0.24119791700302837
./RepeatedFiveFoldCrossValidation/PID/InVivo_Binary/NoTransfer/InVivo_Binary.PID.Seed42.cv1.Prediction.txt	0.6077777777777778	0.6032660713287763	0.5961538461538461	0.6666666666666666	0.6	0.631578947368421	0.18877596148970777
./RepeatedFiveFoldCrossValidation/PID/InVivo_Binary/NoTransfer/InVivo_Binary.PID.Seed43.cv4.Prediction.txt	0.60188679245283	0.6225058209250548	0.5631067961165048	0.7735849056603774	0.5540540540540541	0.6456692913385828	0.12622015228319194
./RepeatedFiveFoldCrossValidation/PID/InVivo_Binary/NoTransfer/InVivo_Binary.PID.Seed41.cv3.Prediction.txt	0.5252830188679245	0.6068144005192915	0.5048543689320388	0.5471698113207547	0.5178571428571429	0.5321100917431193	0.0071942863784262776
./RepeatedFiveFoldCrossValidation/PID/InVivo_Binary/NoTransfer/InVivo_Binary.PID.Seed43.cv0.Prediction.txt	0.7203703703703704	0.7290147498036771	0.6346153846153846	0.6851851851851852	0.6379310344827587	0.6607142857142857	0.2667707609592379
./RepeatedFiveFoldCrossValidation/PID/InVivo_Binary/NoTransfer/InVivo_Binary.PID.Seed41.cv1.Prediction.txt	0.5937037037037037	0.5948742706220014	0.5769230769230769	0.6481481481481481	0.5833333333333334	0.6140350877192983	0.14982219165849825
./RepeatedFiveFoldCrossValidation/PID/InVivo_Binary/NoTransfer/InVivo_Binary.PID.Seed44.cv0.Prediction.txt	0.72	0.7242970000324962	0.6634615384615384	0.7407407407407407	0.6557377049180327	0.6956521739130433	0.32541447308233407
./RepeatedFiveFoldCrossValidation/PID/InVivo_Binary/NoTransfer/InVivo_Binary.PID.Seed45.cv0.Prediction.txt	0.7203703703703704	0.7290147498036771	0.6346153846153846	0.6851851851851852	0.6379310344827587	0.6607142857142857	0.2667707609592379
./RepeatedFiveFoldCrossValidation/PID/InVivo_Binary/NoTransfer/InVivo_Binary.PID.Seed44.cv1.Prediction.txt	0.5937037037037037	0.5948742706220014	0.5769230769230769	0.6481481481481481	0.5833333333333334	0.6140350877192983	0.14982219165849825
./RepeatedFiveFoldCrossValidation/PID/InVivo_Binary/NoTransfer/InVivo_Binary.PID.Seed42.cv4.Prediction.txt	0.5660377358490566	0.6082661130243537	0.5436893203883495	0.7547169811320755	0.5405405405405406	0.6299212598425198	0.08302853871120268
./RepeatedFiveFoldCrossValidation/PID/InVivo_Binary/NoTransfer/InVivo_Binary.PID.Seed42.cv3.Prediction.txt	0.5313207547169811	0.6273669605634787	0.5048543689320388	0.5283018867924528	0.5185185185185185	0.5233644859813084	0.008308159469428176
./RepeatedFiveFoldCrossValidation/PID/InVivo_Binary/NoTransfer/InVivo_Binary.PID.Seed44.cv2.Prediction.txt	0.6362264150943396	0.677593448063686	0.5922330097087378	0.8113207547169812	0.5733333333333334	0.6718750000000001	0.19245237214328098
./RepeatedFiveFoldCrossValidation/PID/InVivo_Binary/NoTransfer/InVivo_Binary.PID.Seed41.cv4.Prediction.txt	0.6105660377358489	0.624364644645193	0.5728155339805825	0.6792452830188679	0.5714285714285714	0.6206896551724137	0.1427917640153659
./RepeatedFiveFoldCrossValidation/PID/InVivo_Binary/NoTransfer/InVivo_Binary.PID.Seed45.cv2.Prediction.txt	0.6230188679245283	0.674948782435782	0.5922330097087378	0.6981132075471698	0.5873015873015873	0.6379310344827586	0.18264962768361168
./RepeatedFiveFoldCrossValidation/PID/InVivo_Binary/NoTransfer/InVivo_Binary.PID.Seed42.cv2.Prediction.txt	0.6267924528301886	0.6781075531759022	0.5631067961165048	0.6415094339622641	0.5666666666666667	0.6017699115044247	0.12314678601314714
./RepeatedFiveFoldCrossValidation/PID/InVivo_Binary/NoTransfer/InVivo_Binary.PID.Seed43.cv3.Prediction.txt	0.5026415094339622	0.5824696455777199	0.47572815533980584	0.5283018867924528	0.49122807017543857	0.509090909090909	-0.05197341891410344
./RepeatedFiveFoldCrossValidation/PID/InVivo_Binary/NoTransfer/InVivo_Binary.PID.Seed41.cv0.Prediction.txt	0.72	0.7242970000324962	0.6634615384615384	0.7407407407407407	0.6557377049180327	0.6956521739130433	0.32541447308233407
./RepeatedFiveFoldCrossValidation/PID/InVivo_Binary/NoTransfer/InVivo_Binary.PID.Seed45.cv1.Prediction.txt	0.6251851851851851	0.6227844698462166	0.6346153846153846	0.7592592592592593	0.6212121212121212	0.6833333333333333	0.26900006928125125
./RepeatedFiveFoldCrossValidation/PID/InVivo_Binary/NoTransfer/InVivo_Binary.PID.Seed42.cv0.Prediction.txt	0.7203703703703704	0.7290147498036771	0.6346153846153846	0.6851851851851852	0.6379310344827587	0.6607142857142857	0.2667707609592379
./RepeatedFiveFoldCrossValidation/PID/InVivo_Binary/NoTransfer/InVivo_Binary.PID.Seed44.cv3.Prediction.txt	0.6554716981132075	0.6765408867909155	0.6019417475728155	0.4339622641509434	0.6764705882352942	0.5287356321839081	0.22740296242654506
./RepeatedFiveFoldCrossValidation/PID/InVivo_Binary/NoTransfer/InVivo_Binary.PID.Seed43.cv1.Prediction.txt	0.5907407407407408	0.6024991558459344	0.5480769230769231	0.5555555555555556	0.5660377358490566	0.5607476635514018	0.09550251333356365
