Name	MAE	MSE	RMSE	R-square	PCC	Spearman
./RepeatedFiveFoldCrossValidation/PID/ExVivo_Continuous/ExVivo_Continuous.PID.Seed42.cv1.Prediction.txt	0.07231592877775797	0.0114262529923141	0.10689365272229263	0.7698449198762559	0.8782192367440823	0.750205377329632
./RepeatedFiveFoldCrossValidation/PID/ExVivo_Continuous/ExVivo_Continuous.PID.Seed42.cv0.Prediction.txt	0.0741241467354707	0.011877355320212949	0.10898328000300297	0.7618953792434635	0.8731985619882097	0.7648984860158088
./RepeatedFiveFoldCrossValidation/PID/ExVivo_Continuous/ExVivo_Continuous.PID.Seed41.cv3.Prediction.txt	0.06944642471293658	0.00976213998737123	0.09880354238270625	0.7842717567750714	0.8859977440735514	0.7906602013117537
./RepeatedFiveFoldCrossValidation/PID/ExVivo_Continuous/ExVivo_Continuous.PID.Seed42.cv4.Prediction.txt	0.07418293232821162	0.01099434578938165	0.10485392596074622	0.7265449433176021	0.8532211834436233	0.7333783493483742
./RepeatedFiveFoldCrossValidation/PID/ExVivo_Continuous/ExVivo_Continuous.PID.Seed42.cv2.Prediction.txt	0.06867156232182067	0.009690975739715325	0.0984427536170912	0.7854808315340069	0.8871283459348229	0.7731243060054974
./RepeatedFiveFoldCrossValidation/PID/ExVivo_Continuous/ExVivo_Continuous.PID.Seed41.cv0.Prediction.txt	0.07412832056034509	0.01187852427555255	0.10898864287416625	0.7618719452667648	0.8731879443362378	0.7649443523737243
./RepeatedFiveFoldCrossValidation/PID/ExVivo_Continuous/ExVivo_Continuous.PID.Seed43.cv4.Prediction.txt	0.07416615356048868	0.01099384146279397	0.10485152103233396	0.7265574870976743	0.8532306247866859	0.7334499579438397
./RepeatedFiveFoldCrossValidation/PID/ExVivo_Continuous/ExVivo_Continuous.PID.Seed45.cv3.Prediction.txt	0.0694466887107719	0.0097619909782462	0.0988027883121028	0.7842750496470041	0.8860000966824713	0.7906702616514942
./RepeatedFiveFoldCrossValidation/PID/ExVivo_Continuous/ExVivo_Continuous.PID.Seed41.cv2.Prediction.txt	0.06867991300160002	0.00969065924713843	0.09844114610841562	0.7854878374048546	0.8871329940868282	0.7730793948480553
./RepeatedFiveFoldCrossValidation/PID/ExVivo_Continuous/ExVivo_Continuous.PID.Seed43.cv3.Prediction.txt	0.06944667321549114	0.009762129786371166	0.09880349076004939	0.7842719822014457	0.8859980201833706	0.7906589249999957
./RepeatedFiveFoldCrossValidation/PID/ExVivo_Continuous/ExVivo_Continuous.PID.Seed43.cv2.Prediction.txt	0.06867289583123194	0.009689633071570539	0.09843593384313748	0.7855105527985814	0.8871485539503523	0.7730825405810825
./RepeatedFiveFoldCrossValidation/PID/ExVivo_Continuous/ExVivo_Continuous.PID.Seed44.cv0.Prediction.txt	0.07412972232057678	0.011878349683496006	0.1089878419067742	0.7618754453031188	0.8731878237175714	0.7648783479232731
./RepeatedFiveFoldCrossValidation/PID/ExVivo_Continuous/ExVivo_Continuous.PID.Seed44.cv2.Prediction.txt	0.06868267008573846	0.009691990047057173	0.09844790524463776	0.7854583788550006	0.8871124671275645	0.7731413785518069
./RepeatedFiveFoldCrossValidation/PID/ExVivo_Continuous/ExVivo_Continuous.PID.Seed45.cv2.Prediction.txt	0.06868411395687483	0.00968998913775113	0.09843774244542146	0.7855026709275469	0.8871454147348968	0.7730521793773554
./RepeatedFiveFoldCrossValidation/PID/ExVivo_Continuous/ExVivo_Continuous.PID.Seed41.cv4.Prediction.txt	0.0741428704097423	0.010986495025763153	0.10481648260537631	0.726740210143971	0.853301529649063	0.7333508711077155
./RepeatedFiveFoldCrossValidation/PID/ExVivo_Continuous/ExVivo_Continuous.PID.Seed44.cv4.Prediction.txt	0.07416895181149735	0.010993932458212062	0.10485195495655797	0.7265552238291098	0.8532397719840255	0.7334867907986682
./RepeatedFiveFoldCrossValidation/PID/ExVivo_Continuous/ExVivo_Continuous.PID.Seed44.cv3.Prediction.txt	0.06944667471684736	0.009762485489658558	0.09880529079790494	0.7842641217071895	0.8859937285989772	0.7906781897998272
./RepeatedFiveFoldCrossValidation/PID/ExVivo_Continuous/ExVivo_Continuous.PID.Seed45.cv4.Prediction.txt	0.07416224749726702	0.010992231755953284	0.10484384462596402	0.7265975242662148	0.8532557140462205	0.7334300624963682
./RepeatedFiveFoldCrossValidation/PID/ExVivo_Continuous/ExVivo_Continuous.PID.Seed41.cv1.Prediction.txt	0.07232389246892164	0.01142698858741961	0.10689709344701384	0.7698301030373008	0.878211135015258	0.7501998366351
./RepeatedFiveFoldCrossValidation/PID/ExVivo_Continuous/ExVivo_Continuous.PID.Seed42.cv3.Prediction.txt	0.06944736084466828	0.009763029230850633	0.09880804233892418	0.7842521058651419	0.8859868466000776	0.7906738503398495
./RepeatedFiveFoldCrossValidation/PID/ExVivo_Continuous/ExVivo_Continuous.PID.Seed45.cv1.Prediction.txt	0.07230338552460697	0.011423986493173168	0.10688305054204417	0.7698905731881275	0.8782459855060227	0.750346807686803
./RepeatedFiveFoldCrossValidation/PID/ExVivo_Continuous/ExVivo_Continuous.PID.Seed44.cv1.Prediction.txt	0.07232006961455484	0.011426857379566023	0.10689647973420838	0.7698327459119226	0.8782131434044658	0.7502174647526622
./RepeatedFiveFoldCrossValidation/PID/ExVivo_Continuous/ExVivo_Continuous.PID.Seed43.cv0.Prediction.txt	0.0741342957099032	0.011879418351282032	0.10899274448917246	0.7618540217849158	0.8731762992843171	0.7649044428800444
