feature	mean|SHAP|
CHEM_mBit_183	0.027303516292829077
CHEM_mBit_175	0.021262118131134475
CHEM_mBit_123	0.019425030215901067
CHEM_mBit_201	0.019186787901921645
CHEM_mBit_66	0.019007040236082833
CHEM_mBit_142	0.01799719729476321
CHEM_mBit_166	0.017527886869324973
CHEM_mBit_29	0.017227137205437764
CHEM_mBit_168	0.016591642419738928
CHEM_mBit_121	0.016533941023483056
